city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),beds,star,number_of_ratings
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Modern apartment Gliwice - 200 meters from the market,270,270,Aug 20 - 25,"1,350",1 double bed,4.94,47
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Cozy apartment in Gliwice,376,376,Aug 20 - 25,"1,878",3 beds,5.0,9
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Studio Silesia,341,341,Aug 21 - 26,"1,702",4 beds,4.91,99
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Gliwice on a budget 90m from the main square,240,315,Aug 31 - Sep 5,"1,196",2 beds,4.99,68
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Charming apartment Gliwice-Centrum,230,230,Aug 28 - Sep 2,"1,150",2 beds,4.79,63
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Enfilade apartment,257,310,Aug 29 - Sep 3,"1,285",2 beds,4.96,26
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment+garage in a closed housing estate.,235,235,Aug 25 - 30,"1,174",2 beds,4.98,48
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Air-conditioned apartment with downtown garage,259,259,Sep 3 - 8,"1,291",3 beds,4.92,13
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Comfortable flat,158,158,Aug 19 - 24,786,1 bed,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Stare Gliwice: bright apartment with large balcony,264,264,Aug 21 - 26,"1,320",1 double bed,5.0,8
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,A cozy air-conditioned apartment in Gliwice,399,399,Aug 26 - 31,"1,995",2 beds,5.0,13
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Japko,374,374,Aug 27 - Sep 1,"1,866",4 beds,4.91,23
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Cozy Apartament  Centrum Gliwic,251,251,Aug 22 - 28,"1,502",2 beds,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment 22 exclusive with bedroom,294,294,Aug 21 - 26,"1,467",2 beds,4.82,11
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Styczynskiego,178,178,Sep 4 - 9,890,1 bed,4.67,3
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,New downtown parking apartment,306,306,Aug 19 - 24,"1,526",2 beds,5.0,9
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Beautiful apartment in the center of Gliwic [Disinfected],324,324,Aug 20 - 25,"1,620",2 beds,4.89,63
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,"LOTTE Apartment - strzezone osiedle, parking",324,324,Aug 21 - 26,"1,620",2 beds,5.0,5
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment Za Murami Gliwice,235,235,Aug 26 - Sep 1,"1,408",2 beds,4.96,27
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,VIP POLO APARTMENT,264,264,Sep 17 - 22,"1,317",2 beds,4.93,29
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Poezji Park Apartment,293,293,Sep 3 - 8,"1,461",3 beds,5.0,6
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Jagielonska,196,196,Sep 1 - 6,976,1 bed,New,New
"Gliwice, Poland",2023-08-19,Room in Gliwice,Best Two Large Rooms in Gliwice,257,315,Aug 20 - 26,"1,542",1 bed,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment Nowy Swiat 2,200,200,Sep 4 - 9,"1,000",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 8,200,200,Aug 20 - 25,"1,000",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Room in Gliwice,Sienkiewicz 5,145,145,Sep 7 - 12,725,1 bed,4.92,13
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Arena Gliwice Budget,259,259,Aug 20 - 25,"1,291",2 beds,4.83,6
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,"A studio apartment with a fully equipped kitchen,",178,178,Aug 20 - 25,886,1 bed,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartments in the Old Town,329,329,Sep 1 - 6,"1,643",1 bed,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 4,200,200,Aug 20 - 25,"1,000",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Neptun Centrum,279,312,Aug 27 - Sep 1,"1,394",2 beds,5.0,3
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Mikolowska 2,230,230,Sep 3 - 8,"1,150",1 bed,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Sunny apartment in the center of Gliwice 70m2,196,196,Aug 31 - Sep 5,980,4 beds,4.93,43
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Air Flat Gliwice,259,259,Aug 31 - Sep 5,"1,291",3 single beds,4.61,28
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Loft Apartments 1 Gliwice,195,195,Aug 20 - 25,975,1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Sunny secret garden apartment.,240,240,Aug 28 - Sep 2,"1,196",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment Gliwice downtown with garage,259,259,Aug 27 - Sep 1,"1,291",1 bed,4.9,10
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,VIP POLO APARTMENT,264,264,Sep 17 - 22,"1,317",2 beds,4.93,29
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Loft Apartments 1 Gliwice,195,195,Aug 20 - 25,975,1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Fountain-friendly apartment,357,357,Aug 19 - 24,"1,784",3 beds,4.83,12
"Gliwice, Poland",2023-08-19,Condo in Gliwice,Studio Mango w/Patio & Parking,313,313,Aug 29 - Sep 4,"1,877",2 beds,5.0,40
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 9,200,200,Aug 20 - 25,"1,000",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 1,200,200,Aug 27 - Sep 1,"1,000",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment Nowy Swiat 1,190,190,Aug 27 - Sep 1,950,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apt # 3,317,317,Aug 19 - 24,"1,584",1 bed,5.0,11
"Gliwice, Poland",2023-08-19,Room in Gliwice,"The Heart of 
Gliwic Center Rynek 22
Room 3",235,235,Aug 19 - 24,"1,174",1 bed,4.33,6
"Gliwice, Poland",2023-08-19,Room in Gliwice,Sienkiewicz 3,145,145,Sep 17 - 22,725,1 bed,4.25,8
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Loft Apartments 3 Gliwice,231,231,Aug 21 - 26,"1,155",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment of Victory,200,200,Aug 27 - Sep 1,"1,000",1 bed,4.67,3
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Happy Stay,458,458,Aug 27 - Sep 1,"2,289",4 beds,4.88,8
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Victoria Apartment,665,665,Aug 19 - 24,"3,321",4 beds,5.0,11
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Mikolovska apartment,220,220,Sep 3 - 8,"1,100",2 beds,4.88,8
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment with greenery view,235,258,Aug 30 - Sep 6,"1,644",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Cozy Loft in charming neighborhood,250,250,Sep 3 - 8,"1,250",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartments 21 in Gliwice 100m from the market,282,282,Aug 21 - 26,"1,408",3 beds,4.93,15
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Flat in Gliwice,304,380,Aug 26 - 31,"1,519",4 beds,4.3,10
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Andersa FV Vat,217,217,Aug 21 - 27,"1,298",3 beds,5.0,8
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Studio apartment 11 m2 - Bunk bed,113,113,Aug 28 - Sep 2,563,1 bed,5.0,3
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament NEGRO-nowe osiedle/klimatyzacja/parking,331,331,Aug 29 - Sep 3,"1,655",2 beds,5.0,12
"Gliwice, Poland",2023-08-19,Apartment in Bytom,Apartment Eve,104,104,Sep 1 - 6,520,2 beds,4.88,84
"Gliwice, Poland",2023-08-19,Apartment in Pyskowice,Apartment with parking,215,235,Aug 27 - Sep 3,"1,502",2 beds,4.8,5
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Joanna 2 parter Gliwice,270,270,Aug 20 - 27,"1,888",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment Nowy Swiat 3,220,220,Aug 27 - Sep 1,"1,100",1 bed,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 7,160,160,Aug 27 - Sep 1,800,1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Loft Apartments 2 Gliwice,253,253,Aug 23 - 29,"1,514",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Berbeckiego,225,225,Aug 27 - Sep 2,"1,350",1 bed,5.0,3
"Gliwice, Poland",2023-08-19,Guest suite in Gliwice,Room 11,270,270,Aug 19 - 24,"1,350",1 double bed,4.86,21
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment  Aga  - new for discerning guests,364,364,Aug 19 - 24,"1,819",1 double bed,5.0,10
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,HapppyStay GOLD,618,618,Aug 19 - 24,"3,090",5 beds,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Sikornik,247,247,Aug 24 - 29,"1,232",2 beds,4.96,27
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Charming Ground Floor - 40 meters to Old Square,267,292,Sep 17 - 22,"1,333",3 beds,5.0,4
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment 2,317,317,Aug 20 - 25,"1,584",1 bed,4.83,18
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Charming Ground Floor - 40 meters to Old Square,267,292,Sep 17 - 22,"1,333",3 beds,5.0,4
"Gliwice, Poland",2023-08-19,Apartment in Ruda Slaska,"Apartament, 2 pokoje o powierzchni  43m2",212,212,Aug 27 - Sep 1,"1,056",2 beds,5.0,27
"Gliwice, Poland",2023-08-19,Apartment in Zabrze,Zabrze Park Apartament (wystawiam faktury VAT),247,247,Aug 20 - 25,"1,232",1 sofa bed,4.94,108
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,MISVEST Maria IV Arena Gliwice,294,294,Aug 21 - 26,"1,467",3 beds,4.86,14
"Gliwice, Poland",2023-08-19,Room in Gliwice,Sienkiewicz 2,145,145,Sep 8 - 13,725,3 beds,4.67,6
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 2,200,200,Aug 20 - 25,"1,000",1 bed,5.0,4
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Panorama Suite - Top Apartment - Gliwice,382,382,Sep 10 - 15,"1,908",1 double bed,4.94,16
"Gliwice, Poland",2023-08-19,Condo in Zabrze,Wonderful two-room apartment in a peaceful environment,236,236,Aug 29 - Sep 3,"1,180",2 beds,5.0,24
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament dla businessu. Dla dwojga. Faktura VAT.,259,259,Sep 1 - 7,"1,549",1 bed,4.95,20
"Gliwice, Poland",2023-08-19,Condo in Zabrze,Cozy Place,233,264,Sep 1 - 6,"1,164",2 beds,4.96,25
"Gliwice, Poland",2023-08-19,Condo in Gliwice,Cozy apartment in the heart of Gliwice.,223,223,Sep 29 - Oct 4,"1,115",1 bed,4.54,13
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 6,200,200,Aug 27 - Sep 1,"1,000",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 5,200,200,Aug 20 - 25,"1,000",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Guest suite in Gliwice,Apartament Joanna parter Gliwice,299,299,Aug 25 - 30,"1,491",2 beds,4.83,12
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,5-star Apartment Gliwice,585,701,Aug 19 - 24,"2,922",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Bytom,"Apartament  Opera, 70 m, 2 bedrooms",169,169,Sep 17 - 22,843,3 beds,4.84,70
"Gliwice, Poland",2023-08-19,Apartment in Zabrze,Apartment - Centrum Zabrze.,247,247,Aug 19 - 24,"1,232",1 bed,4.88,42
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,5-star Apartment Gliwice,585,701,Aug 19 - 24,"2,922",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Bytom,Apt with hot tub,393,393,Aug 20 - 25,"1,965",1 bed,5.0,14
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Everywhere Close,293,293,Sep 10 - 15,"1,463",4 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Guest suite in Gliwice,APARTMENT NO 13,317,317,Aug 20 - 26,"1,901",2 beds,5.0,7
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Studio @ Market Square Gliwice,264,289,Nov 6 - 12,"1,584",1 double bed,4.77,13
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Gliwice OficynaApartments Studio 280 m od Rynku,264,264,Sep 17 - 22,"1,320",1 single bed,4.81,43
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Ela FV Vat,244,244,Aug 28 - Sep 3,"1,459",3 beds,5.0,6
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment Under Radiostal,241,241,Aug 31 - Sep 5,"1,203",2 beds,5.0,3
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Charming apartment with free parking,599,599,Aug 28 - Sep 2,"2,993",6 beds,4.8,10
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,"Apt # 37 - Train 60, Gliwice",306,306,Aug 19 - 24,"1,526",1 double bed,5.0,11
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Comfortable and stylish apartment with a storefront,169,209,Aug 27 - Sep 1,845,2 beds,4.71,52
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,"Apt # 36 - Train 60, Gliwice",306,306,Aug 19 - 24,"1,526",1 bed,5.0,8
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Charming serviced apartment  23,329,329,Aug 21 - 27,"1,972",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,GOLD Apartment Gliwice,633,761,Aug 19 - 26,"4,425",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Guest suite in Gliwice,Apartment no 26,306,306,Aug 19 - 24,"1,526",1 bed,4.79,20
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 3,200,200,Aug 21 - 26,"1,000",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Bytom,Przestronny apartament +silownia,194,194,Aug 20 - 25,968,2 beds,4.75,12
"Gliwice, Poland",2023-08-19,Apartment in Bytom,U Anety,181,181,Aug 19 - 26,"1,266",1 double bed,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament nr 14,341,341,Aug 19 - 24,"1,702",1 double bed,5.0,5
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Zabrska 10,200,200,Aug 27 - Sep 1,"1,000",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Charming serviced apartment  23,329,329,Aug 21 - 27,"1,972",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Guest suite in Gliwice,Apt # 15,294,294,Aug 19 - 24,"1,467",1 bed,5.0,8
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Apartment in a tenement house,201,265,Aug 20 - 25,"1,002",1 bed,4.8,5
"Gliwice, Poland",2023-08-19,Apartment in Ruda Slaska,Cozy apartment in tenement house,187,187,Aug 21 - 26,933,2 beds,4.75,4
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,GOLD Apartment Gliwice,633,761,Aug 19 - 26,"4,425",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Zabrze,Apartament Szyb Maciej,280,280,Sep 4 - 9,"1,397",2 beds,5.0,25
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Nastrojowe Mieszkanie Plac Krakowski Gliwice 60m2,245,245,Aug 25 - 30,"1,225",1 double bed,4.65,17
"Gliwice, Poland",2023-08-19,Room in Katowice,The Green Corner of Katowice,90,90,Aug 28 - Sep 2,446,1 double bed,4.9,31
"Gliwice, Poland",2023-08-19,Apartment in Katowice,KATO Apartamenty Centrum Moniuszki 12,208,208,Aug 21 - 26,"1,038",1 king bed,4.81,167
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Stylish in-law with Rising 4a,155,241,Aug 27 - Sep 1,775,1 bed,4.78,27
"Gliwice, Poland",2023-08-19,Apartment in Bytom,Concertowo,291,291,Aug 19 - 24,"1,455",1 bed,New,New
"Gliwice, Poland",2023-08-19,Apartment in Bytom,Cozy Apartment + Gym,200,200,Aug 27 - Sep 1,998,2 beds,4.92,12
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Spacious apartment in the center of the city,205,227,Aug 27 - Sep 3,"1,430",1 king bed,4.95,282
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Comfortable 2 bedroom apartment 500 m from the market.,342,342,Aug 24 - 29,"1,710",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Ruda Slaska,South Apartment,223,276,Aug 20 - 25,"1,115",2 beds,4.93,15
"Gliwice, Poland",2023-08-19,Room in Gliwice,"The Heart of
Gliwic Center Rynek 22
Room 2",282,282,Aug 19 - 24,"1,408",2 beds,4.67,3
"Gliwice, Poland",2023-08-19,Apartment in Bytom,Cozy Apartment + Gym,200,200,Aug 27 - Sep 1,998,2 beds,4.92,12
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Comfortable 2 bedroom apartment 500 m from the market.,342,342,Aug 24 - 29,"1,710",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Room in Katowice,Zielony Zakatek,88,88,Aug 26 - 31,437,2 beds,4.93,54
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Romantic Getaway in the heart of Downtown,151,208,Aug 21 - 26,753,1 double bed,5.0,23
"Gliwice, Poland",2023-08-19,Apartment in Zabrze,Apartment Queen Luiza,270,270,Aug 27 - Sep 1,"1,350",2 beds,4.9,10
"Gliwice, Poland",2023-08-19,Apartment in Chorzow,Park studio flat Katowice/Chorzow,165,165,Aug 27 - Sep 1,822,2 beds,4.94,65
"Gliwice, Poland",2023-08-19,Condo in Bytom,Modern flat in city centre of Bytomio,208,208,Aug 19 - 24,"1,036",1 double bed,4.83,23
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Modern and functional apartment near the forest,264,264,Aug 29 - Sep 4,"1,584",2 beds,5.0,14
"Gliwice, Poland",2023-08-19,Apartment in Chorzow,Flat in the City,194,194,Aug 27 - Sep 1,968,3 beds,5.0,3
"Gliwice, Poland",2023-08-19,Apartment in Zabrze,Sobieski apartment,235,235,Sep 16 - 21,"1,174",1 bed,5.0,5
"Gliwice, Poland",2023-08-19,Apartment in Zabrze,Blahi Sen II Apartment - Comfortable Sleep,156,171,Aug 27 - Sep 3,"1,091",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Small 2 bedroom apartment,166,259,Aug 27 - Sep 1,829,1 bed,4.59,41
"Gliwice, Poland",2023-08-19,Bungalow in Zabrze,Apartment MariaNova 100m2,376,456,Aug 28 - Sep 2,"1,878",4 beds,New,New
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Comfortable apartment - close to two parks!,174,195,Aug 27 - Sep 1,868,2 beds,4.75,77
"Gliwice, Poland",2023-08-19,Room in Gliwice,"The Heart of 
Gliwic Center Rynek 22,
room 1",282,282,Aug 19 - 24,"1,408",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartment Kachniec 10,587,587,Aug 20 - 25,"2,934",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Lovely apartment in the heart of the city,206,206,Aug 31 - Sep 5,"1,027",2 beds,5.0,3
"Gliwice, Poland",2023-08-19,Apartment in Ruda Slaska,Loft apartment in the heart of Silesia,247,247,Aug 27 - Sep 1,"1,232",1 double bed,5.0,23
"Gliwice, Poland",2023-08-19,Apartment in Ruda Slaska,Loft apartment in the heart of Silesia,247,247,Aug 27 - Sep 1,"1,232",1 double bed,5.0,23
"Gliwice, Poland",2023-08-19,Apartment in Katowice,KATO Apartamenty Centrum Slowackiego 12A,223,223,Aug 31 - Sep 5,"1,115",1 double bed,4.84,146
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Urban Apartments Johna Baildona No103b B,221,242,Aug 20 - 25,"1,104",1 bed,New,New
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Lovely apartment in city centre of Gliwice,458,458,Aug 28 - Sep 2,"2,289",4 single beds,5.0,4
"Gliwice, Poland",2023-08-19,Room in Gliwice,"The Heart of
Gliwic Center Rynek 22
Room # 4",282,282,Aug 19 - 24,"1,408",4 single beds,3.75,4
"Gliwice, Poland",2023-08-19,Apartment in Katowice,Urban Apartments Premium Opolska 10 Nr 77B,239,239,Aug 20 - 25,"1,192",1 bed,New,New
"Gliwice, Poland",2023-08-19,Guest suite in Katowice,loft apartment near the city center with bathroom,100,100,Sep 17 - 22,499,3 beds,4.88,481
"Gliwice, Poland",2023-08-19,Apartment in Chorzow,Two level flat,411,411,Aug 27 - Sep 1,"2,054",3 beds,5.0,4
"Gliwice, Poland",2023-08-19,Room in Katowice,"One bedroom in a calm area

 area with parking",96,110,Aug 28 - Sep 2,477,3 beds,3.6,5
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Apartament Sikornik,247,247,Aug 20 - 25,"1,232",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
