city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),beds,star,number_of_ratings
"Zakopane, Poland",2023-08-19,Chalet in Zakopane,Beautiful Highlander Cabin in the CENTER 100m from Krupowki,430,430,Sep 2 - 7,"2,148",2 double beds,4.91,33
"Zakopane, Poland",2023-08-19,Room in Zakopane,"Tatrydom Rooms 2-4os., terrace, Giewont view",268,268,Aug 20 - 25,"1,340",2 double beds,4.71,7
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Perelka in the heart of the Tatras with a wonderful view,443,443,Sep 8 - 13,"2,212",1 double bed,5.0,9
"Zakopane, Poland",2023-08-19,Room in Zakopane,Tibet - a room with a mountain-style balcony,148,148,Aug 29 - Sep 3,738,1 double bed,4.9,231
"Zakopane, Poland",2023-08-19,Room in Zakopane,"U Wierzbickich, Room  in the center of Zakopane",165,165,Aug 27 - Sep 1,822,1 double bed,4.64,72
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Appt in Mountain Cottage in Tater,245,245,Aug 23 - 29,"1,468",1 double bed,4.82,84
"Zakopane, Poland",2023-08-19,Guesthouse in Poronin,Pokoj jednoosobowy - single room,106,106,Aug 27 - Sep 1,528,1 single bed,5.0,33
"Zakopane, Poland",2023-08-19,Chalet in Zab,Domek u Bobakow 2 w poblizu Zakopanego,620,620,Sep 17 - 22,"3,098",5 beds,5.0,35
"Zakopane, Poland",2023-08-19,Apartment in Witow,WILD Luxury Apartments - Sauna & SPA,678,678,Aug 28 - Sep 2,"3,390",1 double bed,5.0,9
"Zakopane, Poland",2023-08-19,Condo in Zakopane,Lovely studio on the slopes of Gubalova. In the heart of the city.,399,399,Sep 16 - 21,"1,995",1 double bed,5.0,25
"Zakopane, Poland",2023-08-19,Chalet in Koscielisko,Villa with private jacuzzi under the mountains,"1,723","1,723",Sep 3 - 8,"8,611",3 double beds,4.86,7
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Cozy Apartment overlooking Tatra's - Koscielisko,331,331,Aug 22 - 27,"1,653",2 beds,4.96,27
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Sunny Appt in Mountain Cottage ,241,241,Sep 10 - 15,"1,203",3 beds,4.87,99
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Luxury Apartment 2 Krupowki Mountains Hot Tub Garden,407,407,Aug 23 - 28,"2,035",2 beds,5.0,15
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,One-Bedroom Apartment in Mazurk's Guest,310,310,Sep 13 - 18,"1,549",2 beds,4.88,104
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Coffee And Croissant Apartments 1,444,444,Aug 27 - Sep 2,"2,662",2 beds,New,New
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Golden Apartments Zakopane&B12A/13,388,509,Sep 4 - 9,"1,939",2 beds,4.49,76
"Zakopane, Poland",2023-08-19,Room in Zakopane,Single room Bed & Breakfast Halny Zakopane,235,235,Sep 16 - 21,"1,174",2 beds,4.61,23
"Zakopane, Poland",2023-08-19,Place to stay in Poronin,Maryna's room with a double bed for two,129,141,Aug 25 - 30,644,1 small double bed,4.75,8
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Royal Resort SPA - Tatrzanskie Powidoki Antresola,783,"1,069",Aug 20 - 25,"3,912",1 double bed,5.0,19
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment HANKA with A VIEW 3,531,531,Aug 30 - Sep 4,"2,653",2 beds,4.91,11
"Zakopane, Poland",2023-08-19,Apartment in Zab,Small compact apartment - studio,165,165,Sep 11 - 18,"1,150",2 double beds,4.96,23
"Zakopane, Poland",2023-08-19,Room in Zakopane,Agrochata Zakopane Quadruple Room,235,317,Sep 3 - 8,"1,172",2 double beds,4.91,11
"Zakopane, Poland",2023-08-19,Room in Zakopane,Private room in city center,215,255,Sep 3 - 8,"1,071",2 double beds,4.62,55
"Zakopane, Poland",2023-08-19,Apartment in Zab,Stylish apartment,235,258,Sep 11 - 17,"1,408",4 beds,4.94,34
"Zakopane, Poland",2023-08-19,Apartment in Bukowina Tatrzanska,WolakBros Country House,264,289,Sep 18 - 25,"1,848",3 beds,5.0,42
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,2 bedroom apartment 5min from Krupowki with garage,402,402,Aug 20 - 25,"2,010",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Rustic apartment overlooking the mountains,433,433,Aug 20 - 25,"2,164",2 beds,4.1,10
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,"perfect for 2, kitchenette, peace and quiet",231,231,Aug 31 - Sep 5,"1,155",1 bed,4.98,43
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Pokoje I Apartamenty Wierchy Zakopane nr.3  2p.,153,153,Sep 1 - 7,915,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,HANKA Apartment with 2 VIEW,707,707,Aug 28 - Sep 2,"3,535",3 beds,4.74,19
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,In heart of Zakopane Stara Polana,256,256,Sep 24 - 29,"1,280",3 beds,4.66,71
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Antalovka Spa - Studio Moon,513,513,Sep 2 - 7,"2,561",2 beds,New,New
"Zakopane, Poland",2023-08-19,Room in Zakopane,Private double room in city center,219,219,Sep 25 - Oct 2,"1,528",2 beds,4.64,44
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,"New ""VIEW VIEW"" apartment in Giewont sun &spa",469,469,Sep 17 - 22,"2,341",2 beds,4.63,48
"Zakopane, Poland",2023-08-19,Cottage in Koscielisko,"Dom Pracy Tworczej ,,Kosowka""",624,747,Aug 27 - Sep 1,"3,116",5 beds,5.0,24
"Zakopane, Poland",2023-08-19,Tiny home in Zakopane,Lesniczowka Zakopane,559,559,Aug 19 - 24,"2,793",2 beds,5.0,13
"Zakopane, Poland",2023-08-19,Apartment in Zab,Sights overlooking Giewont,188,188,Sep 27 - Oct 2,939,3 beds,4.96,25
"Zakopane, Poland",2023-08-19,Guest suite in Zakopane,Cozy accommodation in the very center of Zakopane,181,181,Sep 2 - 7,904,1 double bed,4.61,64
"Zakopane, Poland",2023-08-19,Guesthouse in Koscielisko,"Goralskie Domki Zakopane-Koscielisko ""Corno Izbo""",622,727,Aug 19 - 24,"3,110",4 beds,4.88,18
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Stalove Magnolie strict downtown core of Zakopane,352,352,Aug 31 - Sep 5,"1,760",2 beds,4.7,131
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Koscielisko Sobiczkowa  Mountain View,533,533,Sep 2 - 8,"3,195",7 beds,5.0,19
"Zakopane, Poland",2023-08-19,Room in Zakopane,Painted glass - room overlooking the mountains,148,148,Aug 25 - 30,738,7 beds,4.93,143
"Zakopane, Poland",2023-08-19,Guest suite in Zakopane,"Perfect for 2, balcony & great mountain views",401,401,Sep 2 - 7,"2,004",1 double bed,4.97,92
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Acean apartment,468,468,Sep 20 - 25,"2,340",2 sofa beds,4.82,28
"Zakopane, Poland",2023-08-19,Room in Zakopane,Three rooms in the seventh heaven - a room with a llama,195,195,Sep 30 - Oct 5,974,2 sofa beds,4.93,181
"Zakopane, Poland",2023-08-19,Place to stay in Zakopane,"Willa Slimakowka, room with private bathroom",106,106,Sep 17 - 22,530,1 bed,4.56,59
"Zakopane, Poland",2023-08-19,Apartment in Poronin,Modern 2 bedroom apartment for 2 people,235,235,Sep 9 - 14,"1,174",2 beds,4.93,73
"Zakopane, Poland",2023-08-19,Room in Zakopane,room for 2 people,121,121,Sep 13 - 18,605,2 beds,4.78,50
"Zakopane, Poland",2023-08-19,Cottage in Zakopane,Norico Cottage EN,333,333,Sep 11 - 16,"1,661",5 beds,4.95,43
"Zakopane, Poland",2023-08-19,Home in Zakopane,"""Mill house""",320,320,Aug 29 - Sep 3,"1,596",4 beds,4.85,164
"Zakopane, Poland",2023-08-19,Cottage in Zakopane,Chata Alexandra,"1,318","1,318",Aug 27 - Sep 1,"6,587",6 beds,4.94,34
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,MSC Apartments Classic,234,234,Aug 28 - Sep 2,"1,169",1 sofa bed,4.65,43
"Zakopane, Poland",2023-08-19,Chalet in Zakopane,Villa Szalas. Stylish villa in the mountains.,458,458,Sep 24 - 29,"2,289",4 beds,4.95,39
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment ULA for 4 people,242,242,Sep 6 - 11,"1,209",3 beds,4.89,174
"Zakopane, Poland",2023-08-19,Guest suite in Koscielisko,Apartment # 3 Giewont Residence magnificent,650,650,Aug 22 - 27,"3,250",2 beds,4.91,11
"Zakopane, Poland",2023-08-19,Place to stay in Zakopane,Three rooms in the seventh heaven - a room with a mirror,195,195,Sep 28 - Oct 3,974,2 single beds,4.94,178
"Zakopane, Poland",2023-08-19,Room in Zakopane,Three rooms in seventh heaven - room with veranda,219,219,Sep 10 - 15,"1,094",2 single beds,4.96,167
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment in the center of Zakopane near Krupowki,235,235,Sep 19 - 24,"1,174",1 bed,4.75,55
"Zakopane, Poland",2023-08-19,Cabin in Zakopane,Cheerful cottage with fireplace,599,599,Aug 24 - 29,"2,993",4 beds,4.69,13
"Zakopane, Poland",2023-08-19,Chalet in Ciche,Romantic cottage for couple # 3 min,405,405,Sep 10 - 15,"2,025",1 double bed,4.87,75
"Zakopane, Poland",2023-08-19,Room in Bialy Dunajec,Dom Stanislawy Papieu w gorach,117,117,Aug 20 - 25,581,1 double bed,4.55,34
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartments Juhas Zakopane 3,294,294,Sep 6 - 11,"1,467",2 beds,5.0,30
"Zakopane, Poland",2023-08-19,Home in Zakopane,Mountain Base - Dom Hrabiego,983,"1,173",Aug 19 - 24,"4,913",3 beds,New,New
"Zakopane, Poland",2023-08-19,Home in Bialy Dunajec,Highland loft with heart and soul.,306,306,Sep 8 - 13,"1,526",2 beds,4.99,190
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartament Krupowki Studio 2  Zakopane,262,262,Sep 9 - 14,"1,307",1 double bed,4.76,29
"Zakopane, Poland",2023-08-19,Condo in Zakopane,Cosy apartment 7 minutes from center,222,222,Sep 25 - 30,"1,106",1 double bed,4.79,278
"Zakopane, Poland",2023-08-19,Room in Poronin,COZY APARTMENT FOR COUPLE,294,294,Aug 27 - Sep 1,"1,467",1 double bed,4.98,96
"Zakopane, Poland",2023-08-19,Chalet in Koscielisko,Wooden House Markowka - Unique Space - Parking,832,832,Sep 5 - 10,"4,160",6 beds,4.78,105
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment Hanki u Krupowki,341,341,Sep 26 - Oct 1,"1,702",2 beds,4.91,32
"Zakopane, Poland",2023-08-19,Room in Witow,Pazovian - room with a view of the Tatras Mountains #4,99,99,Sep 12 - 17,492,2 beds,5.0,11
"Zakopane, Poland",2023-08-19,Room in Witow,Bakery - Room #1 overlooking the Tatras,137,137,Aug 19 - 24,683,2 beds,5.0,7
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartament Tatra Wolf Zakopane,525,525,Aug 20 - 26,"3,145",4 beds,New,New
"Zakopane, Poland",2023-08-19,Chalet in Zakopane,Cottage with a ballroom and Tatras view,"1,021","1,021",Sep 6 - 11,"5,105",5 beds,4.9,48
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,"comfortable, perfect for2,kitchenette,free parking",295,295,Sep 8 - 13,"1,475",1 bed,5.0,9
"Zakopane, Poland",2023-08-19,Guest suite in Zakopane,"Family Studio - great views, close to the Centre",437,437,Aug 26 - 31,"2,184",1 double bed,4.93,46
"Zakopane, Poland",2023-08-19,Home in Zab,Cottage in the village Zab,251,299,Aug 20 - 25,"1,253",3 beds,New,New
"Zakopane, Poland",2023-08-19,Room in Ciche,Le Mont Double,106,116,Aug 20 - 27,739,3 beds,New,New
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Zakopane Stop - Studio Suite,311,311,Aug 21 - 26,"1,555",1 double bed,4.67,9
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Cozy Studio by Krupowki | Mountain view | 4 Guests,301,301,Sep 2 - 7,"1,501",2 sofa beds,New,New
"Zakopane, Poland",2023-08-19,Guesthouse in Zakopane,Limba - double room near Krupowki,159,159,Sep 10 - 15,792,2 single beds,4.81,21
"Zakopane, Poland",2023-08-19,Cabin in Dzianisz,Cobbler unforgettable cottage under the Tatras,763,763,Sep 23 - 28,"3,814",3 beds,4.93,41
"Zakopane, Poland",2023-08-19,Chalet in Koscielisko,Wooden Dom Goralski  Kierpcowka 4a,"1,315","1,315",Aug 22 - 27,"6,572",5 beds,4.97,36
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Apartament Zobacz Giewont Lux 01 Zakopane,537,537,Aug 23 - 28,"2,684",1 double bed,4.77,22
"Zakopane, Poland",2023-08-19,Room in Koscielisko,"Villa Top nr5 Only Adults - wanna - jacuzzi, sauna",424,424,Sep 24 - 29,"2,120",1 double bed,New,New
"Zakopane, Poland",2023-08-19,Room in Zakopane,Double Room # 2,212,212,Aug 25 - 30,"1,056",1 double bed,5.0,3
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Apartment Szarotka  Terrace  Mountain View,253,253,Aug 31 - Sep 5,"1,261",2 beds,4.87,31
"Zakopane, Poland",2023-08-19,Home in Zab,Domek Tatrzanska Zyngierka Tatra mountains view,474,474,Sep 17 - 22,"2,370",4 beds,4.96,69
"Zakopane, Poland",2023-08-19,Room in Zab,Ana's room's,165,165,Aug 19 - 24,822,4 beds,4.9,52
"Zakopane, Poland",2023-08-19,Cottage in Poronin,Rychlinowe Cottages - Boho Cottage,612,765,Aug 31 - Sep 6,"3,672",5 beds,New,New
"Zakopane, Poland",2023-08-19,Home in Powiat tatrzanski,Osada Wierchlove Domki,939,939,Aug 31 - Sep 5,"4,695",10 beds,New,New
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,"Studio, perfect for 2, balcony, free car park",322,322,Aug 25 - 30,"1,607",2 beds,5.0,8
"Zakopane, Poland",2023-08-19,Chalet in Zakopane,Lesny Domek Buczynowy in the Tatras,419,419,Sep 30 - Oct 6,"2,509",4 beds,4.91,58
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Apartament Wielka Turnia by Apart Concept Podhale,360,360,Sep 20 - 25,"1,797",1 bed,New,New
"Zakopane, Poland",2023-08-19,Home in Koscielisko,Treehouse,460,460,Aug 27 - Sep 1,"2,300",1 bed,4.86,7
"Zakopane, Poland",2023-08-19,Cabin in Bialy Dunajec,Red Apartment by Gasiorow,254,303,Aug 30 - Sep 6,"1,775",2 beds,5.0,26
"Zakopane, Poland",2023-08-19,Guest suite in Zakopane,"Spacious and comfortable, close to the city centre",331,367,Sep 10 - 17,"2,311",1 king bed,5.0,49
"Zakopane, Poland",2023-08-19,Guest suite in Zakopane,Bright & comfy with lovely mountain views,418,418,Aug 23 - 28,"2,088",1 double bed,5.0,20
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartament 4-osobowy,259,259,Sep 28 - Oct 3,"1,291",3 beds,4.88,68
"Zakopane, Poland",2023-08-19,Tiny home in Zakopane,Apartament Bystry,587,587,Aug 26 - Sep 1,"3,521",3 beds,4.95,40
"Zakopane, Poland",2023-08-19,Chalet in Ciche,Farm stay Room-Smare,179,179,Sep 1 - 6,892,3 beds,4.89,18
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment HANKA with 1 VIEW,612,612,Aug 26 - 31,"3,060",2 beds,4.9,29
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Pokoje I Apartamenty Wierchy Zakopane nr.1,147,147,Sep 13 - 19,880,1 double bed,4.95,21
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Quietly and close to the centre of Apart Vip Zakopane &Spa,516,516,Sep 4 - 9,"2,576",2 beds,4.68,79
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Cristal apartment with awesome Tatra view,378,378,Aug 30 - Sep 4,"1,889",2 beds,4.8,5
"Zakopane, Poland",2023-08-19,Place to stay in Poronin,Maryna's room overlooking the mountains,129,141,Sep 18 - 23,644,1 double bed,5.0,8
"Zakopane, Poland",2023-08-19,Hotel room in Zakopane,Gold Hotel **** SPA&WELLNESS Economy Room,433,433,Aug 25 - 30,"2,161",2 beds,4.61,24
"Zakopane, Poland",2023-08-19,Apartment in Nowe Bystre,Apartment SlodyczkowyOsada GubalowkaMountainView,320,320,Aug 19 - 24,"1,597",3 beds,4.75,4
"Zakopane, Poland",2023-08-19,Chalet in Bialy Dunajec,NA SKRAJU LASU domek nr.1 z balia/ jacuzzi.,996,"1,091",Aug 28 - Sep 4,"6,971",4 beds,5.0,14
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Cozy apartment with a fireplace in the center,360,360,Aug 28 - Sep 2,"1,796",2 beds,4.74,73
"Zakopane, Poland",2023-08-19,Guest suite in Koscielisko,Apt # 2 Giewont Residence has a beautiful view,650,650,Aug 19 - 25,"3,900",1 bed,4.83,6
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment overlooking the Tatras,249,249,Aug 20 - 25,"1,244",3 beds,4.75,4
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Luxury with a bathtub in the bedroom,865,"1,043",Aug 19 - 25,"5,190",2 beds,New,New
"Zakopane, Poland",2023-08-19,Room in Zakopane,Villa Cecylia Zakopane Tetmajera,141,156,Aug 30 - Sep 6,985,2 beds,4.5,48
"Zakopane, Poland",2023-08-19,Home in Powiat tatrzanski,"Rancho Zalinski-Tatra Mountains, fireplace,hot tub","1,344","1,344",Aug 20 - 25,"6,716",5 beds,5.0,12
"Zakopane, Poland",2023-08-19,Place to stay in Zakopane,"""Willa Karolina 4""",317,317,Aug 27 - Sep 1,"1,584",2 beds,5.0,15
"Zakopane, Poland",2023-08-19,Room in Witow,Witow Room near Monica near Term,149,149,Sep 8 - 13,745,2 beds,4.91,11
"Zakopane, Poland",2023-08-19,Chalet in Zakopane,Downtown chalet overlooking Giewont with a fireplace,469,469,Aug 19 - 24,"2,341",1 bed,4.7,10
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Cosy apartment in the Heart of Zakopane,315,315,Sep 16 - 21,"1,574",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Luxury Apartments,"1,099","1,099",Sep 9 - 14,"5,493",4 beds,4.93,42
"Zakopane, Poland",2023-08-19,Apartment in Poronin,Apartament Lux,247,247,Aug 26 - 31,"1,232",1 double bed,4.9,46
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Orkana 1 by Homeprime,278,278,Sep 14 - 19,"1,388",3 beds,4.9,30
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Apartment in Koscielisko overlooking Giewont !,352,352,Aug 20 - 25,"1,760",3 beds,5.0,28
"Zakopane, Poland",2023-08-19,Apartment in Nowe Bystre,Tiffany Apartment,608,608,Aug 20 - 25,"3,040",3 double beds,4.93,41
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartament Zakopane,188,188,Sep 9 - 14,939,2 double beds,5.0,33
"Zakopane, Poland",2023-08-19,Room in Zakopane,Room 6,215,215,Aug 20 - 26,"1,287",2 double beds,4.95,22
"Zakopane, Poland",2023-08-19,Tiny home in Zakopane,Domek Dolina behind Bramka,465,465,Sep 13 - 18,"2,324",4 beds,4.94,64
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Alpine apartment - beautiful view of the Tatras,388,388,Sep 2 - 7,"1,937",3 beds,4.8,91
"Zakopane, Poland",2023-08-19,Home in Banska Wyzna,Domek Gerlach,493,493,Sep 7 - 12,"2,463",6 beds,5.0,46
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment in a Mountain Cottage | AC | Zakopane,283,283,Aug 26 - 31,"1,412",3 beds,New,New
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment in heart of the city,226,226,Aug 26 - Sep 1,"1,351",4 beds,4.89,84
"Zakopane, Poland",2023-08-19,Cabin in Witow,Fox House with access to outdoor hot tub,827,924,Aug 23 - 28,"4,132",5 beds,4.86,14
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment Hrube,169,169,Oct 21 - 26,845,2 single beds,4.96,72
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Apartament Rustykalny Zakopane,655,655,Aug 28 - Sep 2,"3,271",2 beds,4.84,19
"Zakopane, Poland",2023-08-19,Chalet in Bialka Tatrzanska,Milk Domki,560,560,Sep 2 - 7,"2,800",4 beds,5.0,19
"Zakopane, Poland",2023-08-19,Apartment in Suche,Tatrzanskie Zacisze 2 apartment with terrace,120,120,Aug 28 - Sep 4,838,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartments under the Tatras  2 /3 Cloud,236,270,Sep 13 - 18,"1,180",2 beds,4.93,110
"Zakopane, Poland",2023-08-19,Guest suite in Zakopane,Apartament Szkolna 10/2,268,268,Sep 4 - 9,"1,338",1 double bed,4.95,128
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Jaszczurowka 21a (B) by Homeprime,249,277,Sep 2 - 7,"1,241",2 beds,5.0,12
"Zakopane, Poland",2023-08-19,Hut in Koscielisko,Hut Hidden,583,639,Sep 13 - 18,"2,912",3 beds,4.82,11
"Zakopane, Poland",2023-08-19,Aparthotel in Bialka Tatrzanska,Pokoj prywatny,235,235,Aug 28 - Sep 2,"1,174",1 bed,5.0,6
"Zakopane, Poland",2023-08-19,Home in Koscielisko,"Domek Drewniny Zakopane-Koscielisko ""Biolo Izba""",617,729,Aug 20 - 26,"3,697",4 beds,4.85,13
"Zakopane, Poland",2023-08-19,Home in Brzegi,"""Dziupla"" - Mountain lodge with sauna in the High Tatras",472,472,Aug 27 - Sep 2,"2,829",4 single beds,4.98,64
"Zakopane, Poland",2023-08-19,Room in Poronin,"Room uMarine, mountain view, small  bed",147,161,Aug 26 - 31,734,4 single beds,5.0,17
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Goralski Hacienda Cottage,566,733,Aug 27 - Sep 1,"2,830",3 beds,4.88,8
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,boutique apartment under the roof,489,489,Aug 27 - Sep 2,"2,934",2 beds,4.83,18
"Zakopane, Poland",2023-08-19,Cabin in Szaflary,TATRAHOLIDAY- Cottage on top,497,497,Aug 27 - Sep 3,"3,476",3 beds,4.75,12
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartment overlooking Giewont Centrum,798,798,Aug 23 - 28,"3,989",2 beds,5.0,6
"Zakopane, Poland",2023-08-19,Guesthouse in Poronin,Peaceful Two,155,178,Aug 20 - 27,"1,082",2 single beds,4.91,32
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Between Grits and Jumps,411,411,Aug 20 - 25,"2,054",2 beds,4.88,16
"Zakopane, Poland",2023-08-19,Apartment in Gliczarow Gorny,Apartment in mountain villa 10 km from Zakopane,411,463,Aug 27 - Sep 1,"2,054",4 beds,5.0,4
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Apartment overlooking the Tatra Mountains,499,672,Aug 25 - 30,"2,492",4 beds,4.75,16
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Tatrzanska Polana 5E one bedroom Apartment,492,492,Aug 27 - Sep 1,"2,457",1 double bed,4.9,31
"Zakopane, Poland",2023-08-19,Guest suite in Zakopane,"Private room with bathroom, balcony and view",97,97,Sep 22 - 27,481,2 single beds,4.86,72
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Duplex cozy intimate apartament,337,337,Aug 27 - Sep 1,"1,681",2 beds,4.57,28
"Zakopane, Poland",2023-08-19,Room in Zakopane,Willa Alfa Zakopane,182,182,Aug 19 - 24,910,2 beds,4.84,64
"Zakopane, Poland",2023-08-19,Place to stay in Zakopane,Studio with kitchenette in Mazurk Goscinc,246,246,Sep 10 - 15,"1,226",2 beds,4.89,37
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,"Comfortable  cute close to Apart& Spa Center ""Ornak""",469,469,Sep 5 - 10,"2,341",2 beds,4.8,76
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Apartment Overlooking Giewont,702,702,Sep 25 - 30,"3,509",5 beds,5.0,3
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,A forest corner by the Koscieliska Valley,208,208,Aug 24 - 29,"1,037",1 bed,4.7,84
"Zakopane, Poland",2023-08-19,Room in Zakopane,Loft room with annex and bathroom,223,223,Aug 31 - Sep 5,"1,115",1 bed,4.96,120
"Zakopane, Poland",2023-08-19,Guesthouse in Zakopane,Wilga Guest Rooms - Zakopane,156,156,Sep 10 - 15,780,2 single beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Guty 21 Apartment,391,391,Aug 31 - Sep 5,"1,954",3 beds,4.9,120
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,Apartament Szmergowka on the Road to the White,348,380,Aug 29 - Sep 3,"1,737",1 double bed,4.92,102
"Zakopane, Poland",2023-08-19,Room in Zakopane,Willa Sigma pokoj 2 osobowy ,182,182,Aug 25 - 30,910,1 double bed,4.78,68
"Zakopane, Poland",2023-08-19,Room in Murzasichle,Kuznia 2,157,157,Aug 23 - 28,785,1 double bed,4.98,65
"Zakopane, Poland",2023-08-19,Apartment in Zakopane,TATRA SLOW PLACE -Uroczy apartament z tarasem,469,469,Aug 29 - Sep 3,"2,341",2 beds,5.0,8
"Zakopane, Poland",2023-08-19,Apartment in Koscielisko,Tuula Apartment,364,364,Sep 14 - 19,"1,819",1 double bed,4.91,35
"Zakopane, Poland",2023-08-19,Villa in Koscielisko,Villa Charming,"1,112","1,278",Sep 6 - 12,"6,668",5 beds,4.57,7
"Zakopane, Poland",2023-08-19,Guesthouse in Zakopane,Limba - a room with a backyard in the center of Zakopane,193,193,Aug 25 - 30,962,2 beds,4.79,48
"Zakopane, Poland",2023-08-19,Apartment in Bialka Tatrzanska,Bialy Las - lovely apartment with a mountain view,470,470,Aug 27 - Sep 1,"2,347",1 king bed,5.0,11
"Zakopane, Poland",2023-08-19,Guest suite in Zakopane,Apartment Szkolna 10/1,294,294,Sep 3 - 8,"1,467",3 single beds,4.92,102
"Zakopane, Poland",2023-08-19,Room in Witow,Pokoj Witow Termy Chocholowskie,138,138,Aug 27 - Sep 1,687,3 single beds,5.0,7
"Zakopane, Poland",2023-08-19,Home in Banska Nizna,Bobak apartment,376,376,Aug 20 - 25,"1,878",2 beds,5.0,14
"Zakopane, Poland",2023-08-19,Chalet in Zakopane,Marysia,939,"1,041",Aug 29 - Sep 3,"4,695",3 beds,5.0,11
"Zakopane, Poland",2023-08-19,Room in Zakopane,WILLA KAROLINA 3,352,352,Aug 27 - Sep 1,"1,760",3 beds,4.97,39
"Zakopane, Poland",2023-08-19,Apartment in Zakopane, Mountain View  Salwatorianska  Deluxe ,399,399,Sep 5 - 10,"1,994",2 beds,5.0,13
"Gliwice, Poland",2023-08-19,Apartment in Gliwice,Panoramic view of Gliwice: 90m from the old square,213,320,Aug 23 - 28,"1,063",4 beds,4.99,76
